"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"136","protection_score","mantika_label","2","Aljfara","11% (5%-16%)",NA,0.0491686677766072,0.164630101084439,NA,NA,2.32105895837257e-16
"137","protection_score","mantika_label","3","Aljfara","6% (2%-11%)",NA,0.0175320083281056,0.109012499432838,NA,NA,2.32105895837257e-16
"138","protection_score","mantika_label","1","Aljufra","97% (94%-100%)",NA,0.942986103922118,1.00031327641351,NA,NA,2.32105895837257e-16
"139","protection_score","mantika_label","2","Aljufra","0%",NA,-0.000143415931962075,0.00259775795174118,NA,NA,2.32105895837257e-16
"140","protection_score","mantika_label","3","Aljufra","3% (0%-6%)",NA,-0.00151120681203587,0.0557574844566274,NA,NA,2.32105895837257e-16
"141","protection_score","mantika_label","1","Alkufra","77% (71%-84%)",NA,0.705539526379095,0.83874076547097,NA,NA,2.32105895837257e-16
"142","protection_score","mantika_label","2","Alkufra","18% (12%-24%)",NA,0.116165135478063,0.238873931167391,NA,NA,2.32105895837257e-16
"143","protection_score","mantika_label","3","Alkufra","5% (2%-8%)",NA,0.0174493126193147,0.0832313288851656,NA,NA,2.32105895837257e-16
"144","protection_score","mantika_label","1","Azzawya","84% (78%-90%)",NA,0.776263184076963,0.904536183722315,NA,NA,2.32105895837257e-16
"145","protection_score","mantika_label","2","Azzawya","7% (3%-12%)",NA,0.0284571642575318,0.121069968687135,NA,NA,2.32105895837257e-16
"146","protection_score","mantika_label","3","Azzawya","8% (4%-13%)",NA,0.0362295900007645,0.13344390925529,NA,NA,2.32105895837257e-16
"147","protection_score","mantika_label","1","Benghazi","71% (64%-77%)",NA,0.64376815245428,0.770752336158235,NA,NA,2.32105895837257e-16
"148","protection_score","mantika_label","2","Benghazi","22% (16%-28%)",NA,0.162871414846731,0.279888497599859,NA,NA,2.32105895837257e-16
"149","protection_score","mantika_label","3","Benghazi","7% (4%-11%)",NA,0.037041133023789,0.105678465917107,NA,NA,2.32105895837257e-16
"150","protection_score","mantika_label","1","Derna","89% (85%-93%)",NA,0.845568664922674,0.934712924498897,NA,NA,2.32105895837257e-16
"151","protection_score","mantika_label","2","Derna","9% (5%-13%)",NA,0.0484413630924153,0.131897271691784,NA,NA,2.32105895837257e-16
"152","protection_score","mantika_label","3","Derna","2% (0%-4%)",NA,0.00215604295841974,0.0372237328358093,NA,NA,2.32105895837257e-16
"153","protection_score","mantika_label","1","Ejdabia","90% (85%-95%)",NA,0.854235084198919,0.945889990144163,NA,NA,2.32105895837257e-16
